entity,source_system,source_table,source_column,source_data_type,target_system,target_table,target_column,target_data_type,is_required_target,is_unique,not_null,rule_type,rule_args,null_handling,example
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,CUST_ID,VARCHAR(10),TARGET,customer,cust_no,VARCHAR(10),TRUE,TRUE,TRUE,direct_map,"{""trim"": true}",error_if_blank,"C0001 → cust_no=C0001"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,CUST_TYPE,CHAR(1),TARGET,customer,customer_type,VARCHAR(12),TRUE,FALSE,TRUE,map_values,"{""I"": ""INDIVIDUAL"", ""C"": ""CORPORATE""}",blank_to_null,"I → INDIVIDUAL; C → CORPORATE"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,FULL_NAME,VARCHAR(120),TARGET,customer,first_name,VARCHAR(60),FALSE,FALSE,FALSE,split_name_part,"{""part"": ""first"", ""case"": ""title"", ""only_if_customer_type"": ""INDIVIDUAL""}",set_null_if_corporate,"TAIWO KUDIRAT ADEYEMI → first=Taiwo"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,FULL_NAME,VARCHAR(120),TARGET,customer,middle_name,VARCHAR(60),FALSE,FALSE,FALSE,split_name_part,"{""part"": ""middle"", ""case"": ""title"", ""only_if_customer_type"": ""INDIVIDUAL""}",set_null_if_corporate,"TAIWO KUDIRAT ADEYEMI → middle=Kudirat"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,FULL_NAME,VARCHAR(120),TARGET,customer,last_name,VARCHAR(60),FALSE,FALSE,FALSE,split_name_part,"{""part"": ""last"", ""case"": ""title"", ""only_if_customer_type"": ""INDIVIDUAL""}",set_null_if_corporate,"TAIWO KUDIRAT ADEYEMI → last=Adeyemi"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,FULL_NAME,VARCHAR(120),TARGET,customer,legal_name,VARCHAR(140),FALSE,FALSE,FALSE,legal_name_if_corporate,"{""case"": ""title""}",set_null_if_individual,"AL NOOR NIGERIA LTD → Al Noor Nigeria Ltd"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,DOB,VARCHAR(11),TARGET,customer,date_of_birth,DATE,FALSE,FALSE,FALSE,parse_date,"{""format"": ""DD-MON-YYYY""}",blank_to_null,"22-OCT-1977 → 1977-10-22"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,GENDER,CHAR(1),TARGET,customer,gender,VARCHAR(10),FALSE,FALSE,FALSE,direct_map,"{}",blank_to_null,"M/F → M/F"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,MARITAL,CHAR(1),TARGET,customer,marital_status,VARCHAR(12),FALSE,FALSE,FALSE,map_values,"{""S"": ""SINGLE"", ""M"": ""MARRIED"", ""D"": ""DIVORCED"", ""W"": ""WIDOWED"", ""default"": ""UNKNOWN""}",blank_to_unknown,"W → WIDOWED; blank → UNKNOWN"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,SEGMENT_CODE,VARCHAR(10),TARGET,customer,segment,VARCHAR(10),FALSE,FALSE,FALSE,direct_map,"{}",keep_blank,"SEG-A → SEG-A"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,KYC_LEVEL,INT,TARGET,customer,kyc_tier,VARCHAR(12),FALSE,FALSE,FALSE,map_values,"{""1"": ""BASIC"", ""2"": ""STANDARD"", ""3"": ""ENHANCED""}",blank_to_null,"2 → STANDARD"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,RISK_SCORE,INT,TARGET,customer,risk_score,"DECIMAL(5,2)",FALSE,FALSE,FALSE,cast_decimal,"{""scale"": 2}",blank_to_null
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,RISK_SCORE,INT,TARGET,customer,risk_band,VARCHAR(10),FALSE,FALSE,FALSE,derive_band_from_score,"{""LOW"": ""<35"", ""MEDIUM"": ""35-69"", ""HIGH"": "">=70""}",blank_to_null,"22 → LOW; 50 → MEDIUM; 90 → HIGH"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,ANNUAL_INCOME_KOBO,BIGINT,TARGET,customer,annual_income_ngn,"DECIMAL(18,2)",FALSE,FALSE,FALSE,convert_kobo_to_naira,"{""scale"": 2}",blank_to_null
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,ANNUAL_INCOME_KOBO,BIGINT,TARGET,customer,monthly_income_ngn,"DECIMAL(18,2)",FALSE,FALSE,FALSE,derive_monthly_income,"{""source"": ""ANNUAL_INCOME_KOBO"", ""scale"": 2}",blank_to_null
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,STATUS_CODE,CHAR(1),TARGET,customer,status,VARCHAR(12),FALSE,FALSE,FALSE,map_values,"{""A"": ""ACTIVE"", ""D"": ""DORMANT"", ""F"": ""FROZEN""}",blank_to_null,"F → FROZEN; D → DORMANT"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,DATE_ONBOARDED,VARCHAR(11),TARGET,customer,onboarding_date,DATE,FALSE,FALSE,FALSE,parse_date,"{""format"": ""DD-MON-YYYY""}",blank_to_null,"22-DEC-2016 → 2016-12-22"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,BRANCH_CODE,VARCHAR(3),TARGET,customer,home_branch_id,VARCHAR(10),FALSE,FALSE,FALSE,prefix_value,"{""prefix"": ""BR-""}",blank_to_null,"014 → BR-014"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,REL_MANAGER_CODE,VARCHAR(10),TARGET,customer,relationship_manager_id,VARCHAR(10),FALSE,FALSE,FALSE,direct_map,"{}",keep_blank,"RM012 → RM012"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,PHONE1,VARCHAR(15),TARGET,customer,primary_phone,VARCHAR(15),FALSE,FALSE,FALSE,direct_map,"{""strip_spaces"": true}",blank_to_null,"08030000001 → 08030000001"
CUSTOMER_CIF,LEGACY,CUSTOMER_CIF,PHONE2,VARCHAR(15),TARGET,customer,secondary_phone,VARCHAR(15),FALSE,FALSE,FALSE,direct_map,"{""strip_spaces"": true}",blank_to_null,""
